id,company_number,name,method_of_combination,reported_as,functional_currency,hfm_entity_code,hfm_tax_entity,hfm_hv_code,created_at,updated_at,clean_name,tax_id,parent_id
1,1.03,Bunge Limited,Consolidate,H,100.0,USD,103,0103_Tax_B ungeLtd,2017-02-20 17:36:51.601071,2017-02-20 17:36:51.601071,bungelimited,,
2,1.06,Ceval Holdings Ltd.,Consolidate,H,100.0,USD,106,106,2017-02-20 17:36:51.927103,2017-02-20 17:36:51.927103,cevalholdingsltd,,
3,1.02,"Greenleaf, Ltd.",Consolidate,H,100.0,USD,102,102,2017-02-20 17:36:52.279139,2017-02-20 17:36:52.279139,greenleafltd,,
4,1.05,Bunge Finance Limited,Consolidate,F,100.0,USD,105,105,2017-02-20 17:36:52.613172,2017-02-20 17:36:52.613172,bungefinancelimited,,
5,1.09,Serrana Holdings Limited,Consolidate,H,100.0,USD,109,109,2017-02-20 17:36:52.936204,2017-02-20 17:36:52.936204,serranaholdingslimited,,
6,1.1,"Bunge Global Markets, Ltd.",Consolidate,O,100.0,USD,Various,0110_Tax,2017-02-20 17:36:53.271238,2017-02-20 17:36:53.271238,bungeglobalmarketsltd,,
7,1.13,Brunello Ltd.,Consolidate,H,100.0,USD,113,113,2017-02-20 17:36:53.598271,2017-02-20 17:36:53.598271,brunelloltd,,
8,1.14,"Bunge Alpha, Ltd.",Consolidate,O,100.0,USD,114,114,2017-02-20 17:36:53.935304,2017-02-20 17:36:53.935304,bungealphaltd,,
9,1.16,Bunge Central America Ltd.,Consolidate,O,70.0,USD,Various,0116_Tax,2017-02-20 17:36:54.263337,2017-02-20 17:36:54.263337,bungecentralamericaltd,,
10,1.17,International Produce Ltd.,Consolidate,O,100.0,USD,N/A,N/A,2017-02-20 17:36:54.606371,2017-02-20 17:36:54.606371,internationalproduceltd,,
11,1.18,Bunge Ventures Ltd,Consolidate,O,100.0,USD,1121801,1121801,2017-02-20 17:36:54.933404,2017-02-20 17:36:54.933404,bungeventuresltd,,
12,4.08,Bunge Trade Ltd.,Consolidate,F,100.0,USD,408,408,2017-02-20 17:36:55.258437,2017-02-20 17:36:55.258437,bungetradeltd,,
13,4.07,Bunge International Commerce Ltd.,Consolidate,O,100.0,BRL,Various,0407_Tax_L C / 2317_Tax_L C,2017-02-20 17:36:55.599471,2017-02-20 17:36:55.599471,bungeinternationalcommerceltd,,
14,4.1,CCC Carbon Fund II Limited Partnership,Consolidate,O,100.0,EUR,4081801,4081801,2017-02-20 17:36:55.919503,2017-02-20 17:36:55.919503,ccccarbonfundiilimitedpartnership,,
15,4.2,China Baldrick Investment Holding Limited,Consolidate,H,100.0,CNY,33021200,"3302_Tax /
3302_Tax_L C",2017-02-20 17:36:56.247535,2017-02-20 17:36:56.247535,chinabaldrickinvestmentholdinglimited,,
16,6.01,Bunge Investment Management Limited,Consolidate,O,100.0,USD,6011801,0600_Tax,2017-02-20 17:36:56.579569,2017-02-20 17:36:56.579569,bungeinvestmentmanagementlimited,,
17,6.02,CCC International Holdings Limited,Consolidate,O,100.0,USD,6041801,CCC_Tax,2017-02-20 17:36:56.932604,2017-02-20 17:36:56.932604,cccinternationalholdingslimited,,
18,6.03,Bunge Emissions Limited,Consolidate,O,98.88,EUR,6031801,6031801,2017-02-20 17:36:57.265637,2017-02-20 17:36:57.265637,bungeemissionslimited,,
19,6.04,Baldrick Holdings Limited,Consolidate,H,100.0,CNY,33021200,"3302_Tax /
3302_Tax_L C",2017-02-20 17:36:57.59767,2017-02-20 17:36:57.59767,baldrickholdingslimited,,
20,6.08,Allied Trend Limited,Consolidate,H,100.0,CNY,33021200,"3302_Tax /
3302_Tax_L C",2017-02-20 17:36:57.913702,2017-02-20 17:36:57.913702,alliedtrendlimited,,
21,6.09,Kirchner Global Limited,Consolidate,H,100.0,USD,32112300,3200_Tax,2017-02-20 17:36:58.240735,2017-02-20 17:36:58.240735,kirchnergloballimited,,
22,11.0,"Bunge North America, Inc.",Consolidate,O,100.0,USD,Various,1100_Tax (A),2017-02-20 17:36:58.569768,2017-02-20 17:36:58.569768,bungenorthamericainc,,
23,11.01,"Bunge Milling, Inc.",Consolidate,O,100.0,USD,Various,1100_Tax (D),2017-02-20 17:36:58.8978,2017-02-20 17:36:58.8978,bungemillinginc,,
24,11.03,"The Crete Mills, Inc.",Consolidate,O,100.0,USD,11003480,1100_Tax (E),2017-02-20 17:36:59.219833,2017-02-20 17:36:59.219833,thecretemillsinc,,
25,11.1,"Bunge Holdings North America, Inc.",Consolidate,O,100.0,USD,11003900,1100_Tax,2017-02-20 17:36:59.543865,2017-02-20 17:36:59.543865,bungeholdingsnorthamericainc,,
26,11.26,"Bunge North America Capital, Inc.",Consolidate,F,100.0,USD,11003900,1100_Tax,2017-02-20 17:36:59.877898,2017-02-20 17:36:59.877898,bungenorthamericacapitalinc,,
27,11.27,"Bunge Mextrade, L.L.C.",Consolidate,O,100.0,USD,Various,1100_Tax (G),2017-02-20 17:37:00.200931,2017-02-20 17:37:00.200931,bungemextradellc,,
28,11.46,"CSY Agri-Finance, Inc.",Consolidate,O,100.0,USD,11003900,1100_Tax,2017-02-20 17:37:00.538965,2017-02-20 17:37:00.538965,csyagrifinanceinc,,
29,11.47,"Universal Financial Services, L.P.",Equity,O,50.0,USD,11002101,1100_Tax,2017-02-20 17:37:01.180029,2017-02-20 17:37:01.180029,universalfinancialserviceslp,,
30,11.48,Batavia Leasing Company,Equity,O,40.0,USD,11002101,1100_Tax,2017-02-20 17:37:01.501061,2017-02-20 17:37:01.501061,batavialeasingcompany,,
31,11.52,"Bunge Oils, Inc.",Consolidate,O,100.0,USD,Various,1100_Tax (F),2017-02-20 17:37:01.841095,2017-02-20 17:37:01.841095,bungeoilsinc,,
32,11.53,"Bunge North America (East), L.L.C.",Consolidate,O,100.0,USD,Various,1100_Tax (B),2017-02-20 17:37:02.160127,2017-02-20 17:37:02.160127,bungenorthamericaeastllc,,
33,11.6,"Bunge North America (OPD West), Inc.",Consolidate,O,100.0,USD,Various,1100_Tax (C),2017-02-20 17:37:02.49816,2017-02-20 17:37:02.49816,bungenorthamericaopdwestinc,,
34,11.61,"EGT, LLC",Consolidate,O,63.75,USD,11002105,1100_Tax,2017-02-20 17:37:02.825193,2017-02-20 17:37:02.825193,egtllc,,
35,11.66,"Southwest Iowa Renewable Energy, LLC",Equity,O,25.0,USD,11001370,1100_Tax (A),2017-02-20 17:37:03.151226,2017-02-20 17:37:03.151226,southwestiowarenewableenergyllc,,
36,11.68,"BNA Marine, LLC",Consolidate,O,100.0,USD,11002101,1100_Tax,2017-02-20 17:37:03.49026,2017-02-20 17:37:03.49026,bnamarinellc,,
37,11.69,SCF Bunge Marine LLC,Equity,O,50.0,USD,11002101,1100_Tax,2017-02-20 17:37:03.810292,2017-02-20 17:37:03.810292,scfbungemarinellc,,
38,11.74,"Bunge-SCF Grain, LLC",Equity,O,50.0,USD,11002101,1100_Tax,2017-02-20 17:37:04.135324,2017-02-20 17:37:04.135324,bungescfgrainllc,,
39,11.75,"HC Railroad, LLC",Consolidate,O,100.0,USD,11002101,1100_Tax,2017-02-20 17:37:04.457356,2017-02-20 17:37:04.457356,hcrailroadllc,,
40,11.76,"Morristown Grain Company, Incorporated",Consolidate,O,100.0,USD,11002201,1100_Tax,2017-02-20 17:37:04.779389,2017-02-20 17:37:04.779389,morristowngraincompanyincorporated,,
41,11.79,Bunge North America Foundation,N/A,O,100.0,USD,N/A,N/A,2017-02-20 17:37:05.109422,2017-02-20 17:37:05.109422,bungenorthamericafoundation,,
42,11.8,"Bunge North America, Inc. Political Action Committee",N/A,O,100.0,USD,N/A,N/A,2017-02-20 17:37:05.430454,2017-02-20 17:37:05.430454,bungenorthamericaincpoliticalactioncommittee,,
43,11.82,"Bunge Milling, LLC",Consolidate,O,100.0,USD,11003480,1100_Tax (E),2017-02-20 17:37:05.754486,2017-02-20 17:37:05.754486,bungemillingllc,,
44,11.83,"Whole Harvest Foods, LLC",Consolidate,O,100.0,USD,11002410,1100_Tax,2017-02-20 17:37:06.08952,2017-02-20 17:37:06.08952,wholeharvestfoodsllc,,
45,11.09,"Bunge Chicago, Inc.",Consolidate,O,100.0,USD,11092310,1109_Tax,2017-02-20 17:37:06.415552,2017-02-20 17:37:06.415552,bungechicagoinc,,
46,11.18,"Bunge Global Markets, Inc.",Consolidate,O,100.0,USD,11182300,1118_Tax,2017-02-20 17:37:06.740585,2017-02-20 17:37:06.740585,bungeglobalmarketsinc,,
47,11.67,"Bunge Latin America, LLC",Consolidate,O,100.0,USD,Various,1167_Tax,2017-02-20 17:37:07.070618,2017-02-20 17:37:07.070618,bungelatinamericallc,,
48,1.07,Bunge Management Services Inc.,Consolidate,H,100.0,USD,107,107,2017-02-20 17:37:07.405651,2017-02-20 17:37:07.405651,bungemanagementservicesinc,,
49,11.16,"Bunge N.A. Holdings, Inc.",Consolidate,H,100.0,USD,1116,1116,2017-02-20 17:37:07.730684,2017-02-20 17:37:07.730684,bungenaholdingsinc,,
50,11.17,"Bunge Finance North America, Inc.",Consolidate,F,100.0,USD,1117,1117,2017-02-20 17:37:08.054716,2017-02-20 17:37:08.054716,bungefinancenorthamericainc,,
51,11.19,"Bunge Funding, Inc.",Consolidate,F,100.0,USD,1119,1119,2017-02-20 17:37:08.39875,2017-02-20 17:37:08.39875,bungefundinginc,,
52,11.2,Bunge Asset Funding Corp.,Consolidate,F,100.0,USD,1120,1120,2017-02-20 17:37:08.733784,2017-02-20 17:37:08.733784,bungeassetfundingcorp,,
53,11.22,Bunge Limited Finance Corp.,Consolidate,F,100.0,USD,1122,1122,2017-02-20 17:37:09.079819,2017-02-20 17:37:09.079819,bungelimitedfinancecorp,,
54,11.42,"CSY Holdings, Inc.",Consolidate,H,100.0,USD,1124,1124,2017-02-20 17:37:09.410852,2017-02-20 17:37:09.410852,csyholdingsinc,,
55,11.56,"Bunge Canada Investments, Inc.",Consolidate,H,100.0,USD,1156,1156,2017-02-20 17:37:09.744885,2017-02-20 17:37:09.744885,bungecanadainvestmentsinc,,
56,11.71,Bunge Amorphic Solutions LLC,Consolidate,O,100.0,USD,1166,1166,2017-02-20 17:37:10.076918,2017-02-20 17:37:10.076918,bungeamorphicsolutionsllc,,
57,11.7,Bunge N.A. Finance L.P.,Consolidate,F,99.8,USD,1170,1170,2017-02-20 17:37:10.756986,2017-02-20 17:37:10.756986,bungenafinancelp,,
58,11.73,"TerraVia Holdings, Inc. (Delaware)",Cost,O,0.6,USD,N/A,N/A,2017-02-20 17:37:11.105021,2017-02-20 17:37:11.105021,terraviaholdingsincdelaware,,
59,11.77,"Bunge Global Innovation, LLC",Consolidate,O,100.0,USD,1177,1177,2017-02-20 17:37:11.434054,2017-02-20 17:37:11.434054,bungeglobalinnovationllc,,
60,13.13,"Bunge Mexico Holdings, Inc.",Consolidate,H,100.0,USD,1133,1133,2017-02-20 17:37:11.757086,2017-02-20 17:37:11.757086,bungemexicoholdingsinc,,
61,12.01,Bunge of Canada Ltd.,Consolidate,O,100.0,CAD,Various,1201_Tax_L C,2017-02-20 17:37:12.089119,2017-02-20 17:37:12.089119,bungeofcanadaltd,,
62,12.02,Bunge Canada Holdings II ULC,Consolidate,H,100.0,USD,1202,1202,2017-02-20 17:37:12.420153,2017-02-20 17:37:12.420153,bungecanadaholdingsiiulc,,
63,12.03,CF Oils Investments Inc.,Consolidate,O,100.0,CAD,12003901,"1204_Tax /
1204_Tax_L C",2017-02-20 17:37:12.752186,2017-02-20 17:37:12.752186,cfoilsinvestmentsinc,,
64,12.04,Bunge Canada,Consolidate,O,99.0,CAD,Various,"1204_Tax /
1204_Tax_L C",2017-02-20 17:37:13.072218,2017-02-20 17:37:13.072218,bungecanada,98-0445162,
65,12.07,Bunge Grain of Canada Inc.,Consolidate,O,100.0,CAD,12002101,1207_Tax_L C,2017-02-20 17:37:13.414252,2017-02-20 17:37:13.414252,bungegrainofcanadainc,,
66,12.09,Bunge Canada Holdings I ULC,Consolidate,H,100.0,CAD,1209,1209,2017-02-20 17:37:13.729283,2017-02-20 17:37:13.729283,bungecanadaholdingsiulc,,
67,12.1,Bunge Alberta I ULC,Consolidate,H,100.0,CAD,1210,1210,2017-02-20 17:37:14.045315,2017-02-20 17:37:14.045315,bungealbertaiulc,,
68,12.14,G3 Global Holdings GP Inc.,Equity,O,25.0,CAD,12002101,1207_Tax_L C,2017-02-20 17:37:14.378348,2017-02-20 17:37:14.378348,g3globalholdingsgpinc,,
69,12.15,G3 Terminal Vancouver GP Inc.,Equity,O,85.0,CAD,12002101,1207_Tax_L C,2017-02-20 17:37:14.716382,2017-02-20 17:37:14.716382,g3terminalvancouvergpinc,,
70,12.16,G3 Global Holdings Limited Partnership,Equity,O,24.9965,CAD,12002101,1207_Tax_L C,2017-02-20 17:37:15.045415,2017-02-20 17:37:15.045415,g3globalholdingslimitedpartnership,,
71,12.17,G3 Terminal Vancouver Limited Partnership,Equity,O,84.9915,CAD,12002101,1207_Tax_L C,2017-02-20 17:37:15.370448,2017-02-20 17:37:15.370448,g3terminalvancouverlimitedpartnership,,
72,12.18,G3 Global Grain Group Limited,Equity,O,100.0,CAD,12002101,1207_Tax_L C,2017-02-20 17:37:15.707481,2017-02-20 17:37:15.707481,g3globalgraingrouplimited,,
73,12.19,G3 Canada Limited,Equity,O,62.0,CAD,12002101,1207_Tax_L C,2017-02-20 17:37:16.036514,2017-02-20 17:37:16.036514,g3canadalimited,,
74,13.0,"Controladora Bunge, S.A. de C.V.",Consolidate,O,100.0,MXN,13003900,1300_Tax_L C,2017-02-20 17:37:16.39355,2017-02-20 17:37:16.39355,controladorabungesadecv,,
75,13.08,"Inmobiliaria A. Gil, S.A.",Consolidate,O,25.0,MXN,13003102,1300_Tax_L C,2017-02-20 17:37:16.720583,2017-02-20 17:37:16.720583,inmobiliariaagilsa,,
76,13.09,"Inmobiliaria Gilsa, S.A.",Consolidate,O,25.0,MXN,13003102,1300_Tax_L C,2017-02-20 17:37:17.044615,2017-02-20 17:37:17.044615,inmobiliariagilsasa,,
77,13.1,"Servicios Bunge, S.A. de C.V.",Consolidate,O,100.0,MXN,13003900,1300_Tax_L C,2017-02-20 17:37:17.376648,2017-02-20 17:37:17.376648,serviciosbungesadecv,,
78,13.11,"Molinos Bunge, S.A. de C.V.",Consolidate,O,100.0,MXN,13003601,13003601,2017-02-20 17:37:17.701681,2017-02-20 17:37:17.701681,molinosbungesadecv,,
79,13.12,"Bunge Comercial, S.A. de C.V.",Consolidate,O,33.3333332,MXN,Various,1312_Tax,2017-02-20 17:37:18.026713,2017-02-20 17:37:18.026713,bungecomercialsadecv,,
80,13.14,"Almacenes de Cereales, S.A. de C.V.",Cost,O,10.236,MXN,N/A,N/A,2017-02-20 17:37:18.352746,2017-02-20 17:37:18.352746,almacenesdecerealessadecv,,
81,13.15,"Molinos Bunge de Mexico, S.A. de C.V.",Consolidate,O,99.9999,MXN,13153102,13153102,2017-02-20 17:37:18.69278,2017-02-20 17:37:18.69278,molinosbungedemexicosadecv,,
82,13.16,"Servicios Molinos Bunge de Mexico, S.A. de C.V.",Consolidate,O,99.9999,MXN,13153102,13153102,2017-02-20 17:37:19.027813,2017-02-20 17:37:19.027813,serviciosmolinosbungedemexicosadecv,,
83,13.17,"Industria Molinera Montserrat, S.A. de C.V.",Consolidate,O,99.9999,MXN,13153102,13153102,2017-02-20 17:37:19.361847,2017-02-20 17:37:19.361847,industriamolineramontserratsadecv,,
84,13.18,"Harinera del Mayab, S.A. de C.V.",Consolidate,O,99.0,MXN,In Analysis,In Analysis,2017-02-20 17:37:19.700881,2017-02-20 17:37:19.700881,harineradelmayabsadecv,,
85,21.02,Terminal Bahia Blanca S.A.,Consolidate,O,75.21,ARP,2102,2102,2017-02-20 17:37:20.029913,2017-02-20 17:37:20.029913,terminalbahiablancasa,,
86,21.2,Fertimport S.A.,Consolidate,O,95.0,ARP,2110,2110,2017-02-20 17:37:20.354946,2017-02-20 17:37:20.354946,fertimportsa,,
87,21.21,Bunge Argentina S.A.,Consolidate,O,99.9496,ARP,Various,"2121_Tax /
2121_Tax_L C",2017-02-20 17:37:20.688979,2017-02-20 17:37:20.688979,bungeargentinasa,,
88,21.22,Terminal 6 S.A.,Equity,O,29.12,ARP,21202200,"2121_Tax /
2121_Tax_L C",2017-02-20 17:37:21.015012,2017-02-20 17:37:21.015012,terminal6sa,,
89,21.23,T6 Industrial S.A.,Equity,O,50.0,ARP,"21202200 /
21201701","2121_Tax /
2121_Tax_L C",2017-02-20 17:37:21.348045,2017-02-20 17:37:21.348045,t6industrialsa,,
90,21.24,Guide S.A.,Equity,O,50.0,ARP,21202200,"2121_Tax /
2121_Tax_L C",2017-02-20 17:37:21.685079,2017-02-20 17:37:21.685079,guidesa,,
91,21.25,Terminal Quequen S.A.,Cost,O,23.52,ARP,21202200,"2121_Tax /
2121_Tax_L C",2017-02-20 17:37:22.016112,2017-02-20 17:37:22.016112,terminalquequensa,,
92,21.26,Bunge Inversiones S.A.,Consolidate,O,97.088,ARP,Various,"2121_Tax /
2121_Tax_L C",2017-02-20 17:37:22.336144,2017-02-20 17:37:22.336144,bungeinversionessa,,
93,21.27,Bunge Minera S.A.,Consolidate,O,17.0,ARP,21278130,"2127_Tax /
2127_Tax_L C",2017-02-20 17:37:22.661177,2017-02-20 17:37:22.661177,bungeminerasa,,
94,21.28,ProMaíz S.A.,Equity,O,50.0,ARP,21201600,"2121_Tax /
2121_Tax_L C",2017-02-20 17:37:22.99221,2017-02-20 17:37:22.99221,promazsa,,
95,21.29,Terminal de Fertilizantes Argentinos SA,Consolidate,O,75.0,ARP,Various,2129_Tax_L C,2017-02-20 17:37:23.314242,2017-02-20 17:37:23.314242,terminaldefertilizantesargentinossa,,
96,22.52,Bunge Fertilizantes S.A.,Consolidate,O,99.97,BRL,Various,"2252_Tax /
2252_Tax_L C_BRL",2017-02-20 17:37:23.645275,2017-02-20 17:37:23.645275,bungefertilizantessa,,
97,22.3,Bunge Açucar & Bioenergia Ltda.,Consolidate,H,99.99,BRL,22001605,22001605,2017-02-20 17:37:23.986309,2017-02-20 17:37:23.986309,bungeaucarbioenergialtda,,
98,22.31,Agroindustrial Santa Juliana Ltda.,Consolidate,O,100.0,BRL,Various,2231_Tax_L C,2017-02-20 17:37:24.313342,2017-02-20 17:37:24.313342,agroindustrialsantajulianaltda,,
99,22.34,Ramata Empreendimentos e Participações S.A.,Consolidate,O,100.0,BRL,22001603,22001603,2017-02-20 17:37:24.642375,2017-02-20 17:37:24.642375,ramataempreendimentoseparticipaessa,,
100,22.35,Pedro Afonso Açúcar & Bioenergia Ltda.,Consolidate,O,100.0,BRL,Various,2235_Tax_L C,2017-02-20 17:37:24.983409,2017-02-20 17:37:24.983409,pedroafonsoacarbioenergialtda,,
101,22.37,Monteverde Agro-energetica S.A.,Consolidate,O,100.0,BRL,Various,2237_Tax_L C,2017-02-20 17:37:25.315442,2017-02-20 17:37:25.315442,monteverdeagroenergeticasa,,
102,22.38,Monte Dourado Agropecuária S.A.,Consolidate,O,100.0,BRL,22001606,2237_Tax_L C,2017-02-20 17:37:25.642475,2017-02-20 17:37:25.642475,montedouradoagropecuriasa,,
103,22.41,Usina Moema Açúcar e Álcool Ltda.,Consolidate,O,100.0,BRL,22401600,2240_Tax_L C,2017-02-20 17:37:25.968507,2017-02-20 17:37:25.968507,usinamoemaacarelcoolltda,,
104,22.42,Usina Frutal Açúcar e Álcool Ltda.,Consolidate,O,100.0,BRL,22421600,2242_Tax_L C,2017-02-20 17:37:26.29254,2017-02-20 17:37:26.29254,usinafrutalacarelcoolltda,,
105,22.43,Bunge Comercializadora de Energia Ltda.,Consolidate,O,100.0,BRL,22401600,2240_Tax_L C,2017-02-20 17:37:26.741585,2017-02-20 17:37:26.741585,bungecomercializadoradeenergialtda,,
106,22.44,Usina Guariroba Ltda.,Consolidate,O,100.0,BRL,22441600,2244_Tax_L C,2017-02-20 17:37:27.103621,2017-02-20 17:37:27.103621,usinaguarirobaltda,,
107,22.45,Usina Ouroeste Açúcar e Álcool Ltda.,Consolidate,O,100.0,BRL,22461600,2246_Tax_L C,2017-02-20 17:37:27.465657,2017-02-20 17:37:27.465657,usinaouroesteacarelcoolltda,,
108,22.46,Bunge Comercializadora De Etanol Ltda.,Consolidate,O,31.4,BRL,Various,"2260_Tax /
2260_Tax_L C",2017-02-20 17:37:27.79569,2017-02-20 17:37:27.79569,bungecomercializadoradeetanolltda,,
109,22.49,Usina Itapagipe Açúcar e Álcool Ltda.,Consolidate,O,100.0,BRL,22481600,2248_Tax_L C,2017-02-20 17:37:28.122723,2017-02-20 17:37:28.122723,usinaitapagipeacarelcoolltda,,
110,22.56,CTC S/A,Cost,O,2.97,BRL,N/A,N/A,2017-02-20 17:37:28.476758,2017-02-20 17:37:28.476758,ctcsa,,
111,22.6,Bunge Alimentos S.A,Consolidate,O,99.9715,BRL,Various,"2260_Tax /
2260_Tax_L C",2017-02-20 17:37:28.804791,2017-02-20 17:37:28.804791,bungealimentossa,,
112,22.64,Terminal de Granéis do Guarujá S.A.,Equity,O,57.0,BRL,22001401,"2260_Tax /
2260_Tax_L C",2017-02-20 17:37:29.122823,2017-02-20 17:37:29.122823,terminaldegranisdoguarujsa,,
113,22.67,Ceval Centro Oeste S.A.,Consolidate,O,74.4,BRL,22003101,N/A,2017-02-20 17:37:29.49586,2017-02-20 17:37:29.49586,cevalcentrooestesa,,
114,22.61,Navegações Unidas Tapajós S/A,Equity,O,50.0,BRL,22002100,"2260_Tax /
2260_Tax_L C",2017-02-20 17:37:29.816892,2017-02-20 17:37:29.816892,navegaesunidastapajssa,,
115,22.94,Siga Facil S/A,Equity,O,50.0,BRL,22002212,"2260_Tax /
2260_Tax_L C",2017-02-20 17:37:30.146925,2017-02-20 17:37:30.146925,sigafacilsa,,
116,22.95,Terminal Portuario Cotegipe S/A (TPC),Cost,O,1.0,BRL,N/A,N/A,2017-02-20 17:37:30.475958,2017-02-20 17:37:30.475958,terminalportuariocotegipesatpc,,
117,22.2,Moinho Pacífico LTDA.,Consolidate,O,100.0,BRL,22003103,22003103,2017-02-20 17:37:30.79699,2017-02-20 17:37:30.79699,moinhopacficoltda,,
118,22.21,Terminal Fronteira Norte - Logística S.A.,Consolidate,O,100.0,BRL,In Analysis,In Analysis,2017-02-20 17:37:31.121022,2017-02-20 17:37:31.121022,terminalfronteiranortelogsticasa,,
119,22.22,Terminal de Trigo do Rio de Janeiro - Logística S.A.,Consolidate,O,100.0,BRL,In Analysis,In Analysis,2017-02-20 17:37:31.449055,2017-02-20 17:37:31.449055,terminaldetrigodoriodejaneirologsticasa,,
120,22.1,Fertimport S.A.,Consolidate,O,99.99,BRL,2210,2210,2017-02-20 17:37:31.781088,2017-02-20 17:37:31.781088,fertimportsa,,
121,22.87,Terminal Maritimo do Guaruja S.A. (TERMAG),Consolidate,O,60.0,BRL,2210_T,"2252_Tax /
2252_Tax_L C_BRL",2017-02-20 17:37:32.120122,2017-02-20 17:37:32.120122,terminalmaritimodoguarujasatermag,,
122,22.99,Bunge Asset Management Agropecuária Ltda.,Consolidate,O,99.9996,BRL,22962303,22962303,2017-02-20 17:37:32.447155,2017-02-20 17:37:32.447155,bungeassetmanagementagropecurialtda,,
123,6.05,BAMA Agropecuária Ltda.,N/A,N/A,99.67,BRL,22962303,22962303,2017-02-20 17:37:32.782189,2017-02-20 17:37:32.782189,bamaagropecurialtda,,
124,23.11,Bunge Uruguay S.A.,Consolidate,O,100.0,ARP,Various,"2311_Tax /
2311_Tax_L C",2017-02-20 17:37:33.117222,2017-02-20 17:37:33.117222,bungeuruguaysa,,
125,23.12,Bunge Agritrade S.A.,Consolidate,O,100.0,USD,Various,"2312_ARG_
Tax",2017-02-20 17:37:33.450255,2017-02-20 17:37:33.450255,bungeagritradesa,,
126,23.14,Bunge Uruguay Agronegocios S.A.,Consolidate,O,100.0,USD,Various,2314_Tax,2017-02-20 17:37:33.780288,2017-02-20 17:37:33.780288,bungeuruguayagronegociossa,,
127,23.16,Bunge Montevideo S.A.,Consolidate,O,100.0,USD,Various,2316_Tax,2017-02-20 17:37:34.128323,2017-02-20 17:37:34.128323,bungemontevideosa,,
128,23.17,Frismy S.A.,In Analysis,In Analysis,100.0,In Analysis,In Analysis,In Analysis,2017-02-20 17:37:34.458356,2017-02-20 17:37:34.458356,frismysa,,
129,24.01,Bunge Peru S.A.C.,Consolidate,O,99.4,USD,24012300,2401_Tax,2017-02-20 17:37:34.781388,2017-02-20 17:37:34.781388,bungeperusac,,
130,25.02,Bunge Chile S.p.A.,Consolidate,O,100.0,USD,Various,2502_Tax,2017-02-20 17:37:35.118422,2017-02-20 17:37:35.118422,bungechilespa,,
131,26.01,Bunge Paraguay S.A.,Consolidate,O,96.67,USD,Various,2601_Tax,2017-02-20 17:37:35.447455,2017-02-20 17:37:35.447455,bungeparaguaysa,,
132,26.02,Complejo Agro Industrial  Angostura  S.A.,Equity,O,33.33,USD,26012200,2601_Tax,2017-02-20 17:37:35.775488,2017-02-20 17:37:35.775488,complejoagroindustrialangosturasa,,
133,26.03,Tio Kike S.A.,Equity,O,33.33,USD,26012200,2601_Tax,2017-02-20 17:37:36.104521,2017-02-20 17:37:36.104521,tiokikesa,,
134,27.01,"BCA Servicios, S.A.",Consolidate,O,99.9,USD,27012301,27012301,2017-02-20 17:37:36.451555,2017-02-20 17:37:36.451555,bcaserviciossa,,
135,27.03,"BLA Servicios, S.A.",Consolidate,O,100.0,USD,27022300,27022300,2017-02-20 17:37:36.788589,2017-02-20 17:37:36.788589,blaserviciossa,,
136,28.01,Bunge Colombia SAS.,Consolidate,O,63.95,COP,28011320,28011320,2017-02-20 17:37:37.129623,2017-02-20 17:37:37.129623,bungecolombiasas,,
137,29.01,Agroindustrias Bunge Bolívia S.A.,Consolidate,O,99.42,USD,Various,2901_Tax,2017-02-20 17:37:37.462657,2017-02-20 17:37:37.462657,agroindustriasbungebolviasa,,
138,31.01,Bunge Agribusiness Australia Pty. Ltd.,Consolidate,O,100.0,USD,Various,3201_Tax,2017-02-20 17:37:37.791689,2017-02-20 17:37:37.791689,bungeagribusinessaustraliaptyltd,,
139,31.02,Bunge Grain Services (Bunbury) Pty. Ltd.,Consolidate,O,100.0,AUD,32111312,3201_Tax,2017-02-20 17:37:38.124723,2017-02-20 17:37:38.124723,bungegrainservicesbunburyptyltd,,
140,31.03,Bunge Grains Services (Geelong) Pty. Ltd.,Consolidate,O,100.0,AUD,32111312,3201_Tax,2017-02-20 17:37:38.448755,2017-02-20 17:37:38.448755,bungegrainsservicesgeelongptyltd,,
141,32.11,Bunge Agribusiness Singapore Pte. Ltd.,Consolidate,O,100.0,USD,Various,3200_Tax,2017-02-20 17:37:38.787789,2017-02-20 17:37:38.787789,bungeagribusinesssingaporepteltd,,
142,32.12,PT. Bunge Agribusiness Indonesia,Consolidate,O,100.0,USD,Various,3200_Tax,2017-02-20 17:37:39.203831,2017-02-20 17:37:39.203831,ptbungeagribusinessindonesia,,
143,32.13,Bunge Agribusiness (M) Sdn. Bhd.,Consolidate,O,100.0,USD,Various,3200_Tax,2017-02-20 17:37:39.560866,2017-02-20 17:37:39.560866,bungeagribusinessmsdnbhd,,
144,32.15,Bunge (Thailand) Ltd.,Consolidate,O,100.0,USD,Various,3200_Tax,2017-02-20 17:37:39.8949,2017-02-20 17:37:39.8949,bungethailandltd,,
145,32.16,Grains and Industrial Products Trading Pte. Ltd.,Consolidate,O,100.0,USD,Various,3200_Tax,2017-02-20 17:37:40.218932,2017-02-20 17:37:40.218932,grainsandindustrialproductstradingpteltd,,
