id,policy_id,user_id,created_at,updated_at,task_id
344,1,748,2017-05-22 07:08:55.515517,2017-05-22 07:08:55.515517,13884
345,1,10380,2017-05-22 07:37:14.934256,2017-05-22 07:37:14.934256,13894
346,1,216,2017-05-23 16:00:44.110729,2017-05-23 16:00:44.110729,13835
347,1,10529,2017-05-29 06:49:03.794622,2017-05-29 06:49:03.794622,13895
348,1,290,2017-05-29 06:58:00.556531,2017-05-29 06:58:00.556531,13877
349,1,66,2017-05-29 07:07:06.266288,2017-05-29 07:07:06.266288,13873
350,1,2768,2017-05-29 07:10:13.806444,2017-05-29 07:10:13.806444,13890
351,1,1036,2017-05-29 07:23:19.26376,2017-05-29 07:23:19.26376,13845
352,1,280,2017-06-01 19:01:28.089532,2017-06-01 19:01:28.089532,13503
353,1,228,2017-06-02 01:47:49.027151,2017-06-02 01:47:49.027151,13636
354,1,11177,2017-06-02 01:55:04.061725,2017-06-02 01:55:04.061725,13896
355,1,137,2017-06-03 01:46:44.279093,2017-06-03 01:46:44.279093,13875
356,1,27097,2017-06-05 02:54:59.624901,2017-06-05 02:54:59.624901,13910
357,1,461,2017-06-06 10:10:46.680811,2017-06-06 10:10:46.680811,13840
358,1,536,2017-06-06 10:16:56.446953,2017-06-06 10:16:56.446953,13618
359,1,10237,2017-06-06 12:44:16.073768,2017-06-06 12:44:16.073768,13550
360,1,696,2017-06-06 12:46:55.209174,2017-06-06 12:46:55.209174,13507
361,1,797,2017-06-06 13:23:24.084573,2017-06-06 13:23:24.084573,13651
362,1,5852,2017-06-06 14:38:43.447872,2017-06-06 14:38:43.447872,13852
363,1,547,2017-06-06 18:06:56.00863,2017-06-06 18:06:56.00863,13842
364,1,487,2017-06-07 07:58:52.917254,2017-06-07 07:58:52.917254,13582
365,1,789,2017-06-12 10:13:31.880456,2017-06-12 10:13:31.880456,13629
366,1,15073,2017-06-15 20:52:27.491821,2017-06-15 20:52:27.491821,13561
367,1,438,2017-06-16 08:37:06.741239,2017-06-16 08:37:06.741239,13878
368,1,799,2017-06-16 13:42:45.998101,2017-06-16 13:42:45.998101,13610
369,1,23951,2017-06-16 15:06:10.969787,2017-06-16 15:06:10.969787,13870
370,1,15060,2017-06-21 07:49:47.699415,2017-06-21 07:49:47.699415,13627
371,1,15059,2017-06-21 08:09:37.412693,2017-06-21 08:09:37.412693,13519
372,1,12586,2017-06-21 11:01:53.823868,2017-06-21 11:01:53.823868,13740
